,COD,REFRESH,LAT,LON,CODIGOLINHA,ADAPT,TIPO_VEIC,TABELA,SITUACAO,SITUACAO2,SENT,TCOUNT
CA600,CA600,17:16,-25.381021,-49.1862,REC,1,4,,,,,1
GI603,GI603,17:16,-25.5493,-49.291245,REC,1,4,,,,,1
05040,05040,17:15,-25.42322,-49.26737,REC,0,,,,,,1
08055,08055,17:17,-25.42949,-49.28457,REC,0,,,,,,1
HE604,HE604,17:17,-25.53828,-49.30728,REC,0,4,,,,,1
HB615,HB615,17:10,-25.538156,-49.307816,REC,1,4,,,,,1
HA194,HA194,17:17,-25.5395,-49.307678,REC,1,1,,,,,1
HI626,HI626,17:17,-25.538828,-49.307625,REC,1,4,,,,,1
BI028,BI028,17:16,-25.41515,-49.281078,REC,1,1,,,,,1
HE605,HE605,17:17,-25.53839,-49.307253,REC,0,4,,,,,1
JI601,JI601,17:16,-25.448825,-49.366893,REC,1,4,,,,,1
HI027,HI027,17:17,-25.539376,-49.307881,REC,1,1,,,,,1
08063,08063,17:17,-25.43621,-49.27189,REC,0,,,,,,1
BC014,BC014,17:17,-25.415015,-49.28088,REC,1,1,,,,,1
HA603,HA603,17:17,-25.538708,-49.307628,REC,1,4,,,,,1
JB612,JB612,17:17,-25.448746,-49.366883,REC,1,4,,,,,1
HC005,HC005,17:17,-25.53821,-49.307705,REC,1,1,,,,,1
EA187,EA187,17:17,-25.468688,-49.25579,REC,1,1,,,,,1
BA013,BA013,17:17,-25.41552,-49.281058,REC,1,1,,,,,1
00025,00025,17:17,-25.47242,-49.25171,REC,0,,,,,,1
00011,00011,17:17,-25.53465,-49.26817,REC,0,,,,,,1
08056,08056,17:17,-25.43136,-49.27884,REC,0,,,,,,1
JA034,JA034,17:17,-25.44875,-49.365285,REC,1,1,,,,,1
HB694,HB694,17:17,-25.538166,-49.307426,REC,1,4,,,,,1
GC014,GC014,17:17,-25.548443,-49.292305,REC,1,1,,,,,1
GL327,GL327,17:17,-25.550215,-49.290851,REC,1,3,,,,,1
EA006,EA006,17:17,-25.468753,-49.255751,REC,1,1,,,,,1
GB604,GB604,17:17,-25.549621,-49.291106,REC,1,4,,,,,1
PC947,PC947,17:17,-25.482736,-49.239078,REC,1,7,,,,,1
08023,08023,17:17,-25.428476,-49.284902,REC,0,,,,,,1
PL483,PL483,17:17,-25.483491,-49.239311,REC,0,3,,,,,1
HA197,HA197,17:17,-25.538778,-49.308051,REC,1,1,,,,,1
GR124,GR124,17:07,-25.549493,-49.291178,REC,1,4,,,,,1
GB301,GB301,17:17,-25.55047,-49.291838,REC,0,15,,,,,1
08058,08058,17:17,-25.43392,-49.2722,REC,0,,,,,,1
GI601,GI601,17:17,-25.549113,-49.291373,REC,1,4,,,,,1
GI026,GI026,17:16,-25.548593,-49.291436,REC,1,1,,,,,1
BL372,BL372,17:17,-25.387303,-49.203303,REC,0,3,,,,,1
GL322,GL322,17:17,-25.549366,-49.290566,REC,0,3,,,,,1
09044,09044,17:17,-25.47743,-49.28501,REC,0,,,,,,1
EL324,EL324,17:17,-25.468103,-49.255235,REC,1,3,,,,,1
GI029,GI029,17:17,-25.548453,-49.29148,REC,1,1,,,,,1
GE735,GE735,17:16,-25.54866,-49.291725,REC,0,5,,,,,1
BA021,BA021,17:16,-25.415773,-49.281095,REC,1,1,,,,,1
05060,05060,17:17,-25.38073,-49.22882,REC,0,,,,,,1
BL344,BL344,17:16,-25.415216,-49.281191,REC,0,3,,,,,1
EE699,EE699,17:17,-25.467568,-49.255141,REC,0,4,,,,,1
HA608,HA608,17:17,-25.539063,-49.307488,REC,1,4,,,,,1
PI308,PI308,17:17,-25.482596,-49.239631,REC,1,3,,,,,1
09026,09026,17:10,-25.46773,-49.29314,REC,0,,,,,,1
BI600,BI600,17:14,-25.414918,-49.280903,REC,1,4,,,,,1
EB601,EB601,17:17,-25.467853,-49.25487,REC,1,4,,,,,1
BE717,BE717,17:15,-25.394943,-49.242348,REC,0,5,,,,,1
EA021,EA021,17:17,-25.468338,-49.255773,REC,1,1,,,,,1
HI012,HI012,17:16,-25.539313,-49.307745,REC,1,1,,,,,1
HC008,HC008,17:17,-25.53841,-49.307808,REC,1,1,,,,,1
09017,09017,17:16,-25.49242,-49.29445,REC,0,,,,,,1
EA186,EA186,17:17,-25.468348,-49.255831,REC,1,1,,,,,1
03037,03037,17:17,-25.44819,-49.28793,REC,0,,,,,,1
HI618,HI618,17:17,-25.538615,-49.307488,REC,1,4,,,,,1
PL312,PL312,17:17,-25.483066,-49.239276,REC,0,3,,,,,1
HA017,HA017,17:17,-25.53905,-49.307815,REC,1,1,,,,,1
09027,09027,17:17,-25.46768,-49.29324,REC,0,,,,,,1
EA199,EA199,17:17,-25.468256,-49.255803,REC,1,1,,,,,1
CI601,CI601,17:17,-25.38058,-49.185806,REC,1,4,,,,,1
HB603,HB603,17:16,-25.537998,-49.30747,REC,1,4,,,,,1
00016,00016,17:14,-25.50725,-49.23473,REC,0,,,,,,1
GE725,GE725,17:17,-25.549956,-49.290953,REC,0,5,,,,,1
BI899,BI899,17:17,-25.393798,-49.242005,REC,1,7,,,,,1
EB605,EB605,17:17,-25.467801,-49.25494,REC,1,4,,,,,1
HI049,HI049,17:17,-25.538888,-49.30795,REC,1,1,,,,,1
BL604,BL604,17:17,-25.415831,-49.281328,REC,0,4,,,,,1
BL346,BL346,17:15,-25.414716,-49.281096,REC,0,3,,,,,1
PL314,PL314,17:17,-25.483311,-49.23942,REC,0,3,,,,,1
06039,06039,17:15,-25.44326,-49.20347,REC,0,,,,,,1
GE601,GE601,17:13,-25.550328,-49.291601,REC,0,4,,,,,1
HE724,HE724,17:16,-25.539658,-49.308443,REC,0,5,,,,,1
GL336,GL336,17:14,-25.549453,-49.290526,REC,0,3,,,,,1
KI002,KI002,17:17,-25.482858,-49.239408,REC,1,1,,,,,1
JC016,JC016,17:17,-25.449486,-49.366791,REC,1,1,,,,,1
JC020,JC020,17:17,-25.449388,-49.36669,REC,1,1,,,,,1
05056,05056,17:17,-25.38888,-49.23616,REC,0,,,,,,1
BL324,BL324,17:17,-25.41555,-49.281101,REC,0,3,,,,,1
HI606,HI606,17:17,-25.53838,-49.307558,REC,1,4,,,,,1
BL359,BL359,17:16,-25.415536,-49.281216,REC,0,3,,,,,1
EA020,EA020,17:17,-25.468945,-49.25559,REC,1,1,,,,,1
GL335,GL335,17:17,-25.50394,-49.236368,REC,0,3,,,,,1
BL317,BL317,17:17,-25.415673,-49.281176,REC,0,3,,,,,1
03013,03013,17:17,-25.513566,-49.295625,REC,0,,,,,,1
GE718,GE718,17:17,-25.549788,-49.291501,REC,0,5,,,,,1
HB602,HB602,17:17,-25.538186,-49.307365,REC,1,4,,,,,1
05032,05032,17:17,-25.41988,-49.26886,REC,0,,,,,,1
HL310,HL310,17:17,-25.537506,-49.306983,REC,0,3,,,,,1
JI600,JI600,17:17,-25.449133,-49.367186,REC,1,4,,,,,1
HB608,HB608,17:17,-25.539658,-49.308713,REC,1,4,,,,,1
00071,00071,17:17,-25.517509,-49.229589,REC,0,,,,,,1
03026,03026,17:17,-25.53573,-49.284706,REC,0,,,,,,1
05068,05068,17:17,-25.4294,-49.27239,REC,0,,,,,,1
BI604,BI604,17:17,-25.395463,-49.242653,REC,1,4,,,,,1
HB697,HB697,17:17,-25.537995,-49.307296,REC,1,4,,,,,1
JC311,JC311,17:17,-25.449338,-49.366845,REC,1,3,,,,,1
HL324,HL324,17:17,-25.537543,-49.306935,REC,0,3,,,,,1
05001,05001,17:17,-25.40652,-49.25306,REC,0,,,,,,1
GA600,GA600,17:17,-25.549001,-49.291385,REC,1,4,,,,,1
GE700,GE700,17:17,-25.549705,-49.291416,REC,0,5,,,,,1
GA293,GA293,17:16,-25.548168,-49.291746,REC,1,1,,,,,1
JL330,JL330,17:17,-25.448665,-49.36589,REC,0,3,,,,,1
BL338,BL338,17:17,-25.41551,-49.281173,REC,0,3,,,,,1
MI001,MI001,17:17,-25.419316,-49.294243,REC,1,1,,,,,1
HL496,HL496,17:17,-25.540495,-49.307995,REC,1,3,,,,,1
05039,05039,17:17,-25.423994,-49.2687,REC,0,,,,,,1
JB604,JB604,17:17,-25.44943,-49.367125,REC,1,4,,,,,1
GB612,GB612,17:14,-25.54961,-49.291115,REC,1,4,,,,,1
09022,09022,17:17,-25.48115,-49.29247,REC,0,,,,,,1
BI872,BI872,17:17,-25.441735,-49.34721,REC,1,7,,,,,1
HI616,HI616,17:13,-25.538626,-49.307143,REC,1,4,,,,,1
BA036,BA036,17:17,-25.41518,-49.28067,REC,1,1,,,,,1
07002,07002,17:17,-25.401553,-49.329706,REC,0,,,,,,1
JB609,JB609,17:17,-25.448858,-49.365211,REC,1,4,,,,,1
JL319,JL319,17:17,-25.448508,-49.366018,REC,0,3,,,,,1
JL328,JL328,17:17,-25.448555,-49.365636,REC,1,3,,,,,1
GA601,GA601,17:17,-25.549461,-49.291185,REC,1,4,,,,,1
PI306,PI306,17:17,-25.482373,-49.239126,REC,1,3,,,,,1
MC851,MC851,17:17,-25.419363,-49.294363,REC,1,7,,,,,1
GE706,GE706,17:17,-25.549201,-49.291606,REC,0,5,,,,,1
HA029,HA029,17:15,-25.53905,-49.307931,REC,1,1,,,,,1
JC309,JC309,17:17,-25.449373,-49.366675,REC,1,3,,,,,1
MB300,MB300,17:17,-25.419658,-49.294005,REC,1,3,,,,,1
HA021,HA021,17:17,-25.539306,-49.307705,REC,1,1,,,,,1
02034,02034,17:17,-25.41758,-49.26859,REC,0,,,,,,1
HL301,HL301,17:17,-25.537613,-49.307096,REC,0,3,,,,,1
KI603,KI603,17:17,-25.4834,-49.239296,REC,1,4,,,,,1
PE844,PE844,17:17,-25.482888,-49.238763,REC,0,5,,,,,1
MR802,MR802,17:17,-25.418963,-49.29439,REC,0,4,,,,,1
BC307,BC307,17:17,-25.415235,-49.281065,REC,1,3,,,,,1
GI854,GI854,17:17,-25.550303,-49.291998,REC,1,7,,,,,1
GI612,GI612,17:14,-25.548706,-49.291548,REC,1,4,,,,,1
02029,02029,17:17,-25.42702,-49.26462,REC,0,,,,,,1
00008,00008,17:17,-25.48171,-49.24728,REC,0,,,,,,1
GA204,GA204,17:17,-25.548195,-49.291798,REC,1,1,,,,,1
HI011,HI011,17:11,-25.53957,-49.30777,REC,1,1,,,,,1
JA022,JA022,17:17,-25.449281,-49.366141,REC,1,1,,,,,1
HL314,HL314,17:17,-25.537626,-49.306965,REC,0,3,,,,,1
GI057,GI057,17:14,-25.54906,-49.292248,REC,1,1,,,,,1
BC015,BC015,17:17,-25.415403,-49.281175,REC,1,1,,,,,1
JA033,JA033,17:17,-25.449133,-49.36527,REC,1,1,,,,,1
EA010,EA010,17:17,-25.468778,-49.255705,REC,1,1,,,,,1
01001,01001,17:17,-25.413252,-49.205974,REC,0,,,,,,1
BA037,BA037,17:17,-25.394086,-49.241771,REC,1,1,,,,,1
BI871,BI871,17:17,-25.394471,-49.242261,REC,1,7,,,,,1
GB601,GB601,17:17,-25.5483,-49.291511,REC,1,4,,,,,1
05059,05059,17:17,-25.449366,-49.366598,REC,0,,,,,,1
BL367,BL367,17:17,-25.415023,-49.28098,REC,0,3,,,,,1
CA603,CA603,17:16,-25.381925,-49.186001,REC,1,4,,,,,1
BL325,BL325,17:17,-25.415788,-49.281266,REC,0,3,,,,,1
BI013,BI013,17:15,-25.394426,-49.217593,REC,1,1,,,,,1
09004,09004,17:17,-25.48396,-49.34993,REC,0,,,,,,1
PE842,PE842,17:17,-25.48293,-49.238746,REC,0,5,,,,,1
GI602,GI602,17:14,-25.549321,-49.291271,REC,1,4,,,,,1
CL304,CL304,17:17,-25.381068,-49.186166,REC,0,3,,,,,1
HA028,HA028,17:17,-25.538691,-49.308073,REC,1,1,,,,,1
BC005,BC005,17:17,-25.41557,-49.281108,REC,1,1,,,,,1
BL353,BL353,17:16,-25.415821,-49.281376,REC,0,3,,,,,1
HA609,HA609,17:16,-25.538598,-49.307673,REC,1,4,,,,,1
KE701,KE701,17:17,-25.483045,-49.23867,REC,0,5,,,,,1
JC305,JC305,17:12,-25.48108,-49.350098,REC,1,3,,,,,1
GC009,GC009,17:17,-25.548601,-49.292296,REC,1,1,,,,,1
PI304,PI304,17:17,-25.483506,-49.238788,REC,1,3,,,,,1
BL300,BL300,17:12,-25.415946,-49.281118,REC,0,3,,,,,1
EL330,EL330,17:17,-25.468431,-49.254648,REC,1,3,,,,,1
BE706,BE706,17:17,-25.395478,-49.242845,REC,0,5,,,,,1
HA614,HA614,17:17,-25.538635,-49.307635,REC,1,4,,,,,1
JA298,JA298,17:17,-25.449248,-49.365895,REC,1,1,,,,,1
MI005,MI005,17:17,-25.419645,-49.294133,REC,1,1,,,,,1
GL339,GL339,17:17,-25.540746,-49.241718,REC,0,3,,,,,1
MA011,MA011,17:17,-25.419576,-49.29416,REC,1,1,,,,,1
HA616,HA616,17:17,-25.540203,-49.307925,REC,1,4,,,,,1
05058,05058,17:17,-25.3851,-49.23283,REC,0,,,,,,1
JI012,JI012,17:17,-25.44932,-49.366268,REC,1,1,,,,,1
GI608,GI608,17:16,-25.549121,-49.291358,REC,1,4,,,,,1
GC001,GC001,17:17,-25.548853,-49.29229,REC,1,1,,,,,1
GL325,GL325,17:17,-25.54919,-49.290606,REC,0,3,,,,,1
GE844,GE844,17:17,-25.549316,-49.291528,REC,0,5,,,,,1
03001,03001,17:17,-25.513566,-49.295625,REC,0,,,,,,1
BI902,BI902,17:17,-25.393866,-49.242123,REC,1,7,,,,,1
GA208,GA208,17:17,-25.548181,-49.291878,REC,1,1,,,,,1
HA013,HA013,17:17,-25.539385,-49.307681,REC,1,1,,,,,1
BI021,BI021,17:17,-25.394236,-49.241535,REC,1,1,,,,,1
05055,05055,17:17,-25.39663,-49.24332,REC,0,,,,,,1
CL302,CL302,17:14,-25.38095,-49.185936,REC,0,3,,,,,1
03056,03056,17:17,-25.44032,-49.271757,REC,0,,,,,,1
09049,09049,17:17,-25.52783,-49.29141,REC,0,,,,,,1
JC018,JC018,17:17,-25.521661,-49.329565,REC,1,1,,,,,1
CL306,CL306,17:17,-25.38126,-49.186218,REC,0,3,,,,,1
JB499,JB499,17:17,-25.449536,-49.366751,REC,1,3,,,,,1
HC306,HC306,17:17,-25.539375,-49.307261,REC,1,10,,,,,1
GI003,GI003,17:17,-25.549281,-49.291008,REC,1,1,,,,,1
CI002,CI002,17:17,-25.38129,-49.185598,REC,1,1,,,,,1
HE719,HE719,17:11,-25.539863,-49.308013,REC,0,5,,,,,1
GE705,GE705,17:17,-25.549061,-49.291636,REC,0,5,,,,,1
GD341,GD341,17:17,-25.549431,-49.291485,REC,0,5,,,,,1
JI002,JI002,17:17,-25.44931,-49.3662,REC,1,1,,,,,1
PL307,PL307,17:17,-25.483135,-49.238793,REC,0,3,,,,,1
HL325,HL325,17:17,-25.537681,-49.306793,REC,0,3,,,,,1
BL304,BL304,17:17,-25.415913,-49.281133,REC,0,3,,,,,1
GR035,GR035,17:17,-25.55029,-49.291623,REC,0,4,,,,,1
JA029,JA029,17:17,-25.449168,-49.365795,REC,1,1,,,,,1
JI851,JI851,17:17,-25.449088,-49.366596,REC,1,7,,,,,1
GI607,GI607,17:17,-25.549083,-49.291353,REC,1,4,,,,,1
GA292,GA292,17:17,-25.548186,-49.291928,REC,1,1,,,,,1
EL317,EL317,17:17,-25.467568,-49.255656,REC,0,3,,,,,1
MB602,MB602,17:17,-25.419553,-49.294141,REC,1,4,,,,,1
JA028,JA028,17:17,-25.449286,-49.365998,REC,1,1,,,,,1
GE722,GE722,17:15,-25.54881,-49.291803,REC,0,5,,,,,1
HI007,HI007,17:17,-25.538471,-49.30692,REC,1,1,,,,,1
03044,03044,17:17,-25.43953,-49.27124,REC,0,,,,,,1
ML308,ML308,17:17,-25.419113,-49.29464,REC,0,3,,,,,1
09020,09020,17:17,-25.4845,-49.2937,REC,0,,,,,,1
HB609,HB609,17:17,-25.537978,-49.307303,REC,1,4,,,,,1
HI613,HI613,17:17,-25.53849,-49.307535,REC,1,4,,,,,1
EA018,EA018,17:17,-25.468298,-49.256093,REC,1,1,,,,,1
JL341,JL341,17:17,-25.448706,-49.365958,REC,0,3,,,,,1
GA002,GA002,17:17,-25.548168,-49.291983,REC,1,1,,,,,1
PI305,PI305,17:17,-25.483281,-49.239136,REC,1,3,,,,,1
JE847,JE847,17:17,-25.449148,-49.366681,REC,0,5,,,,,1
GI019,GI019,17:14,-25.549778,-49.291355,REC,1,1,,,,,1
GE710,GE710,17:17,-25.55006,-49.291696,REC,0,5,,,,,1
CL312,CL312,17:16,-25.380908,-49.18616,REC,0,3,,,,,1
05043,05043,17:17,-25.41948,-49.26454,REC,0,,,,,,1
05002,05002,17:17,-25.4061,-49.25263,REC,0,,,,,,1
BI030,BI030,17:17,-25.41465,-49.280568,REC,1,1,,,,,1
HA604,HA604,17:16,-25.538898,-49.307378,REC,1,4,,,,,1
05057,05057,17:17,-25.38876,-49.23621,REC,0,,,,,,1
JI007,JI007,17:17,-25.46619,-49.290418,REC,1,1,,,,,1
GC016,GC016,17:17,-25.548355,-49.292365,REC,1,1,,,,,1
HI001,HI001,17:17,-25.539286,-49.307748,REC,1,1,,,,,1
GL328,GL328,17:17,-25.549323,-49.290151,REC,1,3,,,,,1
BI896,BI896,17:17,-25.414663,-49.280561,REC,1,7,,,,,1
GC012,GC012,17:17,-25.5485,-49.292323,REC,1,1,,,,,1
BL313,BL313,17:16,-25.415875,-49.281261,REC,0,3,,,,,1
HI299,HI299,17:17,-25.538796,-49.307871,REC,1,1,,,,,1
MC080,MC080,17:17,-25.419266,-49.29459,REC,1,1,,,,,1
CL311,CL311,17:16,-25.381021,-49.186003,REC,0,3,,,,,1
00028,00028,17:17,-25.466702,-49.254597,REC,0,1,,,,,1
EA017,EA017,17:17,-25.468108,-49.255683,REC,1,1,,,,,1
02083,02083,17:17,-25.544579,-49.265876,REC,0,,,,,,1
BC026,BC026,17:16,-25.415185,-49.280943,REC,1,1,,,,,1
JC306,JC306,17:17,-25.44938,-49.366623,REC,1,3,,,,,1
EI017,EI017,17:17,-25.467196,-49.255625,REC,1,1,,,,,1
HL498,HL498,17:17,-25.537201,-49.306926,REC,1,3,,,,,1
09024,09024,17:17,-25.47275,-49.29436,REC,0,,,,,,1
PA285,PA285,17:17,-25.4828,-49.239433,REC,1,1,,,,,1
GC017,GC017,17:17,-25.54834,-49.292385,REC,1,1,,,,,1
BC028,BC028,17:16,-25.41585,-49.281226,REC,1,1,,,,,1
02030,02030,17:17,-25.42712,-49.26476,REC,0,,,,,,1
BI878,BI878,17:17,-25.393756,-49.241935,REC,1,7,,,,,1
DE710,DE710,17:17,-25.549601,-49.291683,REC,0,5,,,,,1
01019,01019,17:16,-25.42835,-49.27325,REC,0,,,,,,1
CC196,CC196,17:17,-25.381043,-49.185505,REC,1,1,,,,,1
HE701,HE701,17:16,-25.53961,-49.308035,REC,0,5,,,,,1
EA192,EA192,17:17,-25.467926,-49.254415,REC,1,1,,,,,1
00003,00003,17:17,-25.516181,-49.231136,REC,0,,,,,,1
05007,05007,17:17,-25.37786,-49.26236,REC,0,,,,,,1
GL346,GL346,17:17,-25.548745,-49.290885,REC,0,3,,,,,1
EB604,EB604,17:17,-25.467906,-49.254778,REC,1,4,,,,,1
BL348,BL348,17:16,-25.414996,-49.28079,REC,0,3,,,,,1
BC006,BC006,17:17,-25.415678,-49.281073,REC,1,1,,,,,1
BB600,BB600,17:17,-25.395116,-49.242655,REC,1,4,,,,,1
00027,00027,17:17,-25.46671,-49.25437,REC,0,,,,,,1
JA035,JA035,17:17,-25.449263,-49.36589,REC,1,1,,,,,1
PE839,PE839,17:17,-25.483073,-49.238685,REC,0,5,,,,,1
GA213,GA213,17:17,-25.548173,-49.291691,REC,1,1,,,,,1
HA310,HA310,17:17,-25.496076,-49.276111,REC,1,3,,,,,1
EB607,EB607,17:17,-25.467845,-49.254968,REC,1,4,,,,,1
GL329,GL329,17:17,-25.549298,-49.290646,REC,1,3,,,,,1
HL340,HL340,17:17,-25.537236,-49.306606,REC,1,3,,,,,1
HR045,HR045,17:17,-25.53957,-49.30867,REC,0,4,,,,,1
09048,09048,17:17,-25.5281,-49.29168,REC,0,,,,,,1
05042,05042,17:17,-25.41936,-49.26455,REC,0,,,,,,1
GD350,GD350,17:17,-25.548826,-49.291773,REC,0,5,,,,,1
00030,00030,17:17,-25.462963,-49.256356,REC,0,,,,,,1
BB305,BB305,17:17,-25.406981,-49.252686,REC,1,10,,,,,1
HA190,HA190,17:17,-25.539503,-49.307581,REC,1,1,,,,,1
HI629,HI629,17:17,-25.539226,-49.307633,REC,1,4,,,,,1
HI624,HI624,17:17,-25.539156,-49.307113,REC,1,4,,,,,1
GE838,GE838,17:17,-25.54955,-49.291408,REC,0,5,,,,,1
09067,09067,17:17,-25.468973,-49.25551,REC,0,,,,,,1
JI603,JI603,17:17,-25.449533,-49.367013,REC,1,4,,,,,1
BI862,BI862,17:14,-25.389315,-49.302706,REC,1,7,,,,,1
HI044,HI044,17:17,-25.540158,-49.308385,REC,1,1,,,,,1
EL341,EL341,17:17,-25.468,-49.25524,REC,0,3,,,,,1
HA191,HA191,17:17,-25.538866,-49.30789,REC,1,1,,,,,1
PL495,PL495,17:17,-25.48358,-49.23915,REC,0,3,,,,,1
GB600,GB600,17:17,-25.54966,-49.291113,REC,1,4,,,,,1
BL609,BL609,17:17,-25.414901,-49.280915,REC,0,4,,,,,1
GL333,GL333,17:15,-25.515131,-49.231025,REC,0,3,,,,,1
EL337,EL337,17:17,-25.54872,-49.290893,REC,0,3,,,,,1
JL332,JL332,17:17,-25.448771,-49.366031,REC,0,3,,,,,1
GA001,GA001,17:14,-25.549831,-49.291395,REC,1,1,,,,,1
HL333,HL333,17:17,-25.537278,-49.30658,REC,1,3,,,,,1
PL484,PL484,17:17,-25.483546,-49.23916,REC,0,3,,,,,1
BI031,BI031,17:16,-25.40202,-49.242775,REC,1,1,,,,,1
BL611,BL611,17:17,-25.414698,-49.280688,REC,0,4,,,,,1
PA281,PA281,17:17,-25.483221,-49.238883,REC,1,1,,,,,1
BC324,BC324,17:17,-25.415315,-49.281251,REC,1,3,,,,,1
HE722,HE722,17:14,-25.539963,-49.307931,REC,0,5,,,,,1
JI014,JI014,17:17,-25.449205,-49.366105,REC,1,1,,,,,1
HA617,HA617,17:17,-25.538595,-49.30749,REC,1,4,,,,,1
BI010,BI010,17:17,-25.394011,-49.24189,REC,1,1,,,,,1
PI309,PI309,17:17,-25.482906,-49.239375,REC,1,3,,,,,1
ML313,ML313,17:17,-25.419648,-49.294061,REC,0,3,,,,,1
GE846,GE846,17:17,-25.549073,-49.291671,REC,0,5,,,,,1
JA297,JA297,17:17,-25.449311,-49.366253,REC,1,1,,,,,1
HI620,HI620,17:17,-25.53912,-49.307468,REC,1,4,,,,,1
BL369,BL369,17:16,-25.415245,-49.281143,REC,0,3,,,,,1
JA031,JA031,17:17,-25.449241,-49.365653,REC,1,1,,,,,1
EL306,EL306,17:17,-25.46753,-49.255695,REC,0,3,,,,,1
02041,02041,17:17,-25.524875,-49.247519,REC,0,,,,,,1
KA601,KA601,17:17,-25.483501,-49.23894,REC,1,4,,,,,1
GI030,GI030,17:17,-25.54844,-49.290771,REC,1,1,,,,,1
BC317,BC317,17:17,-25.415481,-49.281265,REC,1,10,,,,,1
HC001,HC001,17:17,-25.538233,-49.307918,REC,1,1,,,,,1
GA181,GA181,17:17,-25.548153,-49.292075,REC,1,1,,,,,1
JL322,JL322,17:17,-25.51064,-49.341483,REC,1,3,,,,,1
GE702,GE702,17:14,-25.549745,-49.291616,REC,0,5,,,,,1
JL336,JL336,17:17,-25.448783,-49.366171,REC,0,3,,,,,1
HL329,HL329,17:16,-25.537596,-49.30671,REC,1,3,,,,,1
JE704,JE704,17:16,-25.449013,-49.366448,REC,0,5,,,,,1
HE607,HE607,17:17,-25.538478,-49.307221,REC,0,4,,,,,1
HI857,HI857,17:17,-25.538895,-49.307115,REC,1,7,,,,,1
HA607,HA607,17:17,-25.538938,-49.307318,REC,1,4,,,,,1
HB605,HB605,17:14,-25.538008,-49.307466,REC,1,4,,,,,1
GI056,GI056,17:17,-25.549016,-49.292191,REC,1,1,,,,,1
JI003,JI003,17:17,-25.448665,-49.365458,REC,1,1,,,,,1
HD244,HD244,17:16,-25.538421,-49.307001,REC,0,5,,,,,1
03002,03002,17:17,-25.513596,-49.294466,REC,0,,,,,,1
08022,08022,17:16,-25.428253,-49.28478,REC,0,,,,,,1
EL302,EL302,17:17,-25.46748,-49.255695,REC,0,3,,,,,1
HE702,HE702,17:17,-25.539535,-49.30814,REC,0,5,,,,,1
EL316,EL316,17:15,-25.467515,-49.255683,REC,0,3,,,,,1
CI007,CI007,17:17,-25.38143,-49.185685,REC,1,1,,,,,1
KI605,KI605,17:17,-25.483465,-49.238618,REC,1,4,,,,,1
HL313,HL313,17:13,-25.537573,-49.307188,REC,0,3,,,,,1
BL340,BL340,17:16,-25.414851,-49.281201,REC,1,3,,,,,1
